img/fox_47.jpg  1  123 62 136 136 
img/fox_21.jpg  1  170 114 123 120 
img/fox_55.jpg  1  82 40 132 133 
img/fox_94.jpg  1  49 2 201 227 
img/fox_53.jpg  1  2 0 293 285 
img/fox_8.jpg  1  226 187 70 84 
img/fox_73.jpg  1  148 120 101 123 
img/fox_42.jpg  1  50 0 191 236 
img/fox_44.jpg  1  2 27 331 395 
img/fox_74.jpg  1  101 2 271 246 
img/fox_22.jpg  1  149 49 139 150 
img/fox_52.jpg  1  1 25 324 392 
img/fox_54.jpg  1  56 25 86 107 
img/fox_13.jpg  1  69 4 304 236 
img/fox_75.jpg  1  125 64 130 145 
img/fox_95.jpg  1  238 118 56 67 
img/fox_64.jpg  1  147 32 95 104 
img/fox_59.jpg  1  233 108 61 77 
img/fox_29.jpg  1  167 46 86 102 
img/fox_0.jpg  1  47 7 199 240 
img/fox_86.jpg  1  61 7 230 215 
img/fox_35.jpg  1  121 1 248 200 
img/fox_27.jpg  1  75 35 120 104 
img/fox_49.jpg  1  5 0 300 285 
img/fox_34.jpg  1  143 124 108 117 
img/fox_58.jpg  1  176 13 165 184 
img/fox_77.jpg  1  156 49 111 95 
img/fox_93.jpg  1  172 16 186 196 
img/fox_20.jpg  1  185 133 27 30 
img/fox_2.jpg  1  58 5 202 229 
img/fox_78.jpg  1  95 57 118 111 
img/fox_28.jpg  1  143 128 105 114 
img/fox_62.jpg  1  184 135 30 30 
img/fox_80.jpg  1  69 29 134 141 
img/fox_60.jpg  1  44 5 230 197 
img/fox_41.jpg  1  236 116 56 68 
img/fox_50.jpg  1  169 19 185 198 
img/fox_92.jpg  1  141 30 121 120 
img/fox_68.jpg  1  143 27 101 112 
img/fox_98.jpg  1  155 93 175 183 
img/fox_72.jpg  1  32 2 238 197 
img/fox_39.jpg  1  56 13 204 273 
img/fox_5.jpg  1  136 62 90 110 
img/fox_10.jpg  1  182 134 31 34 
img/fox_11.jpg  1  158 50 79 88 
img/fox_15.jpg  1  69 31 129 148 
img/fox_12.jpg  1  191 125 92 93 
img/fox_63.jpg  1  140 34 99 100 
img/fox_19.jpg  1  146 26 115 113 
img/fox_88.jpg  1  75 33 119 128 
img/fox_3.jpg  1  5 0 294 290 
img/fox_6.jpg  1  144 53 98 108 
img/fox_90.jpg  1  58 24 90 101 
img/fox_17.jpg  1  116 89 153 175 
img/fox_33.jpg  1  127 99 153 167 
img/fox_61.jpg  1  132 47 152 220 
img/fox_18.jpg  1  153 123 107 119 
img/fox_69.jpg  1  190 138 19 19 
img/fox_4.jpg  1  184 132 26 29 
img/fox_36.jpg  1  141 73 83 107 
img/fox_45.jpg  1  94 36 89 98 
img/fox_1.jpg  1  138 76 100 79 
img/fox_81.jpg  1  104 7 265 244 
img/fox_48.jpg  1  162 63 123 131 
img/fox_82.jpg  1  230 186 70 85 
img/fox_67.jpg  1  127 92 142 163 
img/fox_38.jpg  1  172 105 154 163 
img/fox_96.jpg  1  129 54 153 220 
img/fox_46.jpg  1  127 43 156 146 
img/fox_56.jpg  1  164 59 95 96 
img/fox_79.jpg  1  184 14 156 181 
img/fox_40.jpg  1  146 74 83 108 
img/fox_31.jpg  1  103 3 263 243 
img/fox_14.jpg  1  157 49 116 152 
img/fox_23.jpg  1  70 3 308 232 
img/fox_70.jpg  1  171 14 165 202 
img/fox_84.jpg  1  122 84 148 189 
img/fox_91.jpg  1  170 14 179 199 
img/fox_9.jpg  1  9 6 374 252 
img/fox_32.jpg  1  95 33 88 100 
img/fox_7.jpg  1  66 34 122 129 
img/fox_76.jpg  1  186 123 93 101 
img/fox_65.jpg  1  46 3 200 235 
img/fox_66.jpg  1  1 0 296 285 
img/fox_43.jpg  1  139 76 85 102 
img/fox_30.jpg  1  143 64 102 87 
img/fox_83.jpg  1  98 25 180 177 
img/fox_37.jpg  1  58 24 191 249 
img/fox_57.jpg  1  13 5 375 253 
img/fox_85.jpg  1  61 7 313 249 
img/fox_16.jpg  1  180 20 155 201 
img/fox_71.jpg  1  74 36 121 138 
img/fox_25.jpg  1  139 84 80 107 
